case_number,api_result,lang_confirmed,isReliable,confidence,lang,text,id
8987,1,es,,0.01,es,: . echa en cara a que ya practiquen la gran coalición en Europa via …,54865f029c99ea43f11ab7e3
8988,0,es,,0.01,en,: FOTO d la Rueda d Prensa con en Bruselas,54865f029c99ea43f11ab7e4
8989,0,es,,0.01,en,: Compartiendo Jornadas en Bruselas con AntiFracking,54865f029c99ea43f11ab7e6
8990,0,es,,0.01,en,: Un article indispensable La mentira y la explotación vestidas de Acuerdo …,54865f029c99ea43f11ab7ea
8991,0,es,,0.01,xh,: . celebra Jornada madrugando xa debatir con,54865f029c99ea43f11ab7ed
8992,0,es,,0.01,gl,": .: “Para miles de exiliados económicos, la UE significa recortes, paro y precariedad” vía …",54865f039c99ea43f11ab7f1
8993,1,ca,,0.01,ca,": ""Som el present i el futur de la nostra vila"" 12/12 20h. CC …",548984169c99ea60368f8139
8994,1,es,,0.01,es,: El mejor equipo de,548984169c99ea60368f813f
8995,0,Uncodable,,0.01,en,: diu: a énia …,548984179c99ea60368f8146
8996,0,es,,0.01,ca,: prsencia trritoris NO HI SÓN …,548984179c99ea60368f8152
8997,0,es,,0.01,ca,: L'esquerra verda vs,548984179c99ea60368f8153
8998,0,es,,0.01,oc,: Arrancan las jornadas contra los tratados de libre comercio del,548984179c99ea60368f8155
8999,0,es,,0.01,ca,: Nova aberració de,549033219c99ea76fdad19ac
9000,0,fr,,0.01,oc,: Nadala de les supressions,549033219c99ea76fdad19ae
9001,0,ca,,0.01,oc,Comença la mani,549033219c99ea76fdad19bb
9002,0,es,,0.01,ht,yo encantada,549033229c99ea76fdad19bf
9003,1,es,,0.01,es,yo me voy a apuntar!,549033239c99ea76fdad19d7
9004,0,fr,,0.01,en,: À la,5433ca089c99ea51a5e61b39
9005,0,fr,,0.01,en,: à à Bordeaux,5433ca099c99ea51a5e61b3a
9006,1,fr,,0.01,fr,: Nos élus psts,5433ca099c99ea51a5e61b3d
9007,0,fr,,0.01,en,: GPA : le spectaculaire retournement de Manuel Valls via,5433ca099c99ea51a5e61b45
9008,0,Uncodable,NULL,NULL,NULL,,5433ca099c99ea51a5e61b48
9009,1,fr,0,0.01,fr,Le nombre de passages clandestins explose à la frontière de Menton,5433ca0a9c99ea51a5e61b51
9010,1,fr,,0.01,fr,oui,5433ca0a9c99ea51a5e61b54
9011,1,fr,,0.01,fr,Libye : double attentat-suicide et tirs à Benghazi,5433ca0a9c99ea51a5e61b55
9012,1,fr,,0.01,fr,PERPIGNAN : Louis Aliot s’insurge « de la mise en place d’un parking payant dans une clinique -Ouillade.eu,5434fd2d9c99ea522117d791
9013,0,Uncodable,NULL,NULL,NULL,,5435b27e9c99ea2c345009cc
9014,0,fr,0,0.01,en,: Nomination | Front National . Félicitation à Gaétan Dussausay nommé Directeur National du FNJ.,5435b27e9c99ea2c345009ce
9015,0,Uncodable,NULL,NULL,NULL,,54366acb9c99ea0525b5f0ed
9016,0,fr,0,0.01,gv,Yannick Noah : boudé par son public |,543ac4fc9c99ea1d6dee1618
9017,0,fr,,0.01,ca,": Perpignan:Louis Aliot,Les catalanistes se trompent de combat!",543ac4fc9c99ea1d6dee1619
9018,0,fr,,0.01,en,"Louis Aliot,""Les catalanistes se trompent de combat!"" interview par Nicolas Caudeville - L'archipel contre-attaque !",543ac4fc9c99ea1d6dee161c
9019,0,Uncodable,NULL,NULL,NULL,,543ac4fd9c99ea1d6dee1626
9020,0,Uncodable,NULL,NULL,NULL,,543c724a9c99ea5d71e03296
9021,0,fr,0,0.01,en,": Don du sang, don de soi",543c724c9c99ea5d71e032a4
9022,0,Uncodable,NULL,NULL,NULL,,543c724d9c99ea5d71e032a7
9023,0,Uncodable,NULL,NULL,NULL,,543db2ad9c99ea7218d47e08
9024,0,fr,0,0.01,en,: Au Danemark... Sans commentaire: la marche Takbeer :,543db2ad9c99ea7218d47e0d
9025,0,fr,,0.01,en,: Comment désendettera la France sans saccage social ?,543db2ae9c99ea7218d47e17
9026,1,fr,,0.01,fr,Humour ? Le PS lance une cellule pour contrer le FN | France info,543f9fe89c99ea58dead9c8a
9027,0,Uncodable,NULL,NULL,NULL,,543f9fe89c99ea58dead9c8b
9028,0,Uncodable,NULL,NULL,NULL,,543f9fe89c99ea58dead9c8c
9029,1,fr,0,0.01,fr,"Louis Aliot : ""Le retour au franc, c'est l'avenir"" – metronews",543f9fe89c99ea58dead9c8d
9030,0,Uncodable,NULL,NULL,NULL,,543f9fe99c99ea58dead9c98
9031,0,fr,0,0.01,en,Le foie gras sera bien interdit en Californie.,543f9fe99c99ea58dead9c99
9032,1,fr,,0.01,fr,: Dans 5 mn Gaétan Dussausaye au Grand Journal de Canal +,54459e709c99ea0918b7444d
9033,0,Uncodable,NULL,NULL,NULL,,54459e709c99ea0918b7444e
9034,0,Uncodable,NULL,NULL,NULL,,54459e709c99ea0918b74454
9035,0,Uncodable,NULL,NULL,NULL,,5446da6b9c99ea1eb3eaedcb
9036,1,fr,0,0.01,fr,Aliot intervient au PE pour que l’Union simplifie les procédures d’attribution des aides aux catastrophes naturelles,5446da6b9c99ea1eb3eaedcc
9037,0,fr,,0.01,en,: ��TOTAL RUSSIE Vladimir Poutine salue le rôle de Christophe de Margerie dans les relations franco-russes,5446da6b9c99ea1eb3eaedce
9038,1,fr,,0.01,fr,: ALEE - Le rapport choc sur l'islam radical en prison &gt;&gt;,5448425d9c99ea3ee0996240
9039,1,fr,,0.01,fr,: : Des Présidents contre la France: Des Présidents contre la France Louis Alio...,544a1bdc9c99ea1b793002c3
9040,0,Uncodable,NULL,NULL,NULL,,544a1bdc9c99ea1b793002c4
9041,0,fr,0,0.01,gv,"Yannick Noah ""l'arroseur arrosé""",544a1bdc9c99ea1b793002c5
9042,0,fr,,0.01,en,"Gilbert Collard : ""le dîner de cons...""",546118df9c99ea193d5e09fd
9043,0,fr,,0.01,en,": Le ""choc de simplification"", cette tartuferie (Contrepoints)",546118df9c99ea193d5e0a04
9044,0,Uncodable,NULL,NULL,NULL,,546118df9c99ea193d5e0a05
9045,0,fr,0,0.01,en,: 7h45 G.Collard - 8h00 L'Opinion.fr 8h10 Sud Radio 8h30 L. F.Bleu 107.1 10h00 RMC …,546118e09c99ea193d5e0a19
9046,0,fr,,0.01,en,Bruxelles s'embrase,546118e29c99ea193d5e0a32
9047,0,fr,,0.01,en,Rapport accablant sur la gestion de l'asile en France,546118e29c99ea193d5e0a36
9048,1,fr,,0.01,fr,: Soirée au FNJ sur la politique internationale et les relations internationales du FN .,546118e29c99ea193d5e0a3b
9049,0,Uncodable,NULL,NULL,NULL,:,546118e29c99ea193d5e0a3d
9050,0,fr,0,0.01,en,": 
Louis Aliot sur LCP emission sur le tweet. Diffusion à 20h30",546118e39c99ea193d5e0a42
9051,1,fr,,0.01,fr,Seine-Saint-Denis : les voitures de police privées de... liaisons radios,546118e39c99ea193d5e0a43
9052,0,Uncodable,NULL,NULL,NULL,,546118e39c99ea193d5e0a47
9053,0,Uncodable,NULL,NULL,NULL,,546118e39c99ea193d5e0a4b
9054,0,fr,0,0.01,en,Rugby - Top 14 - Blanco : «C'est grave»,546118e49c99ea193d5e0a5d
9055,0,fr,,0.01,en,Affaire Balkany : un homme d'affaires saoudien mis en examen pour corruption,546118e49c99ea193d5e0a5f
9056,0,fr,,0.01,en,: Bernard Monot à Blois le 11 novembre: Photo d’illustration : Bernard Monot à Brive pendant la campagne des eur...,546118e59c99ea193d5e0a68
9057,0,fr,,0.01,en,": Marine Le Pen: ""Nicolas Sarkozy, c'est un has-been"".",546118e69c99ea193d5e0a7a
9058,0,fr,,0.01,en,": ""Je pense qu'il sera difficile à de terminer son mandat sans envisager de de l'Assemblée national…",546118e69c99ea193d5e0a7b
9059,0,fr,,0.01,en,Nice: un attentat déjoué in extremis,546118e79c99ea193d5e0a8c
9060,1,fr,,0.01,fr,": Primaire UMP : Mariton fustige la ""grande ambiguïté"" de Sarkozy via",546118e79c99ea193d5e0a9a
9061,0,Uncodable,NULL,NULL,NULL,,546118e89c99ea193d5e0aac
9062,0,Uncodable,NULL,NULL,NULL,,546118e99c99ea193d5e0ab7
9063,0,Uncodable,NULL,NULL,NULL,,546118e99c99ea193d5e0abf
9064,0,fr,0,0.01,en,En direct..,547463d59c99ea3595c36222
9065,0,Uncodable,NULL,NULL,NULL,,547463d59c99ea3595c36227
9066,1,fr,0,0.01,fr,": A l'occasion du , je serai ce matin en débat sur à partir de 10h15.",547463d59c99ea3595c36228
9067,0,fr,,0.01,en,": ""Stop au Racket des Familles"" Tribune de C.Fuentes, Cons. Municipale",547463d69c99ea3595c36231
9068,0,fr,,0.01,en,": Ma question à sur les conditions de travail des forces de et 
h…",547463d69c99ea3595c3623e
9069,0,Uncodable,NULL,NULL,NULL,: …,547463d79c99ea3595c36245
9070,0,Uncodable,NULL,NULL,NULL,,547463d79c99ea3595c36246
9071,1,fr,0,0.01,fr,Bientôt..,547463d79c99ea3595c36249
9072,0,Uncodable,NULL,NULL,NULL,,547463d79c99ea3595c3624b
9073,0,fr,0,0.01,en,"Kader Arif, ministre perquisitionné",547463d79c99ea3595c36253
9074,0,Uncodable,NULL,NULL,NULL,:,547463d89c99ea3595c36263
9075,0,fr,0,0.01,en,De septembre 2001 à septembre 2014 : l'inquiétante expansion du terrorisme islamique,547463d89c99ea3595c36268
9076,0,fr,,0.01,en,Je serai l'invité de bfmtv à 18h08 en direct,547463d99c99ea3595c36270
9077,0,fr,,0.01,en,Vote du budget 2015 – PLF 2015 : cap vers la renonciation,547463d99c99ea3595c36275
9078,0,fr,,0.01,en,La Clau - La France conserve le record d'Europe des djihadistes - Société,547463da9c99ea3595c36280
9079,0,fr,,0.01,en,Hollande rentre d'Australie les mains vides...,547463da9c99ea3595c36281
9080,1,fr,,0.01,fr,Budget : la foire au mensonge,547463da9c99ea3595c36289
9081,0,fr,,0.01,en,: La lente reconstruction d'un ado lynché sans raison à dans le quartier de,547463da9c99ea3595c3628c
9082,0,Uncodable,,0.01,fr,RMC,547463da9c99ea3595c3628f
9083,0,et,,0.01,en,Béziers : Robert Ménard renforce l'arsenal de sa police municipale,547463db9c99ea3595c36294
9084,0,fr,,0.01,en,: Montauban.Le Front national ouvre sa permanence. h…,547463db9c99ea3595c36296
9085,0,Uncodable,NULL,NULL,NULL,,547463db9c99ea3595c3629f
9086,1,fr,0,0.01,fr,Oui,547463db9c99ea3595c362a7
9087,0,fr,,0.01,en,": Décompositions | RussEurope L'affaire Jouyet-Fillon, symbole de la décomposition d'une classe politi…",547463dc9c99ea3595c362ab
9088,1,fr,,0.01,fr,": Louis : ""Le Front National peut créer la surprise en Tarn-et-Garonne"" in ""Le Petit Journal"" 82 h…",547463dc9c99ea3595c362ae
9089,0,Uncodable,NULL,NULL,NULL,,547463dc9c99ea3595c362af
9090,0,fr,0,0.01,en,": La Cour de justice de l’U E - arrêt important ,| Front National",547463dc9c99ea3595c362bb
9091,0,Uncodable,NULL,NULL,NULL,,547463dd9c99ea3595c362c3
9092,0,Uncodable,NULL,NULL,NULL,,547463dd9c99ea3595c362c7
9093,1,fr,0,0.01,fr,: d'Agen Inauguration le 14 de la permanence du à avec ht…,547463dd9c99ea3595c362cb
9094,1,fr,,0.01,fr,": é : ""Je suis favorable à l'adoption par un couple de même sexe""",547463de9c99ea3595c362da
9095,1,fr,,0.01,fr,": ����
Les zzzamis...bon jour����

/
/
/
h…",547463de9c99ea3595c362e0
9096,0,fr,,0.01,br,Le Bleuet de France,547463de9c99ea3595c362e3
9097,0,fr,,0.01,fi,30 millions d'euros - L’ardoise de DSK,54818e4c9c99ea2f7a417999
9098,0,Uncodable,NULL,NULL,NULL,,54818e4c9c99ea2f7a41799d
9099,0,fr,0,0.01,yo,: ée,54818e4c9c99ea2f7a41799e
9100,1,fr,,0.01,fr,: L'Iran lance ses avions contre Daech,54818e4c9c99ea2f7a4179a2
9101,0,Uncodable,NULL,NULL,NULL,,54818e4e9c99ea2f7a4179be
9102,0,Uncodable,NULL,NULL,NULL,,54818e4e9c99ea2f7a4179bf
9103,0,Uncodable,NULL,NULL,NULL,,54818e4f9c99ea2f7a4179cd
9104,0,Uncodable,NULL,NULL,NULL,,54818e4f9c99ea2f7a4179cf
9105,0,Uncodable,NULL,NULL,NULL,,54818e4f9c99ea2f7a4179d0
9106,0,fr,0,0.01,en,: Saint Louis à la Conciergerie &gt;&gt;,54818e519c99ea2f7a417a02
9107,0,fr,,0.01,en,": Il n’y a point de plus cruelle tyrannie que celle que l’on exerce à l’ombre des lois et avec les couleurs de la justice.
Mon…",54818e529c99ea2f7a417a1e
9108,0,Uncodable,NULL,NULL,NULL,,54818e539c99ea2f7a417a29
9109,1,fr,0,0.01,fr,"Le pape François demande au monde musulman de ""condamner le terrorisme""",54818e539c99ea2f7a417a2c
9110,0,Uncodable,NULL,NULL,NULL,,54818e539c99ea2f7a417a32
9111,0,fr,0,0.01,en,le parti de la france existe déjà : Carl Lang...,54818e539c99ea2f7a417a33
9112,0,Uncodable,NULL,NULL,NULL,,54818e539c99ea2f7a417a34
9113,1,fr,0,0.01,fr,: Congrès du Front National - Lyon.,54818e549c99ea2f7a417a45
9114,0,Uncodable,NULL,NULL,NULL,:,54818e559c99ea2f7a417a51
9115,0,fr,0,0.01,fi,: La Marseillaise retentit. èsFN,54818e559c99ea2f7a417a52
9116,0,fr,,0.01,en,: XVe du Front National avec Marine Le Pen,54818e559c99ea2f7a417a54
9117,1,fr,,0.01,fr,": ""entre le désastreet laFrance il n'y a que FN il faut le sursaut pour arracher la patrie ala mort h…",54818e559c99ea2f7a417a5a
9118,1,fr,,0.01,fr,: Comment compte-t-elle imposer de quelconques normes à la production hors de France sans utiliser de douane ? …,5484a0a89c99ea4122218046
9119,0,fr,,0.01,en,": ""Aujourd'hui, le monde est dirigé par les multinationales et la grande finance internationale.""",5484a0a89c99ea412221804a
9120,1,fr,,0.01,fr,Marine Le Pen en direct sur Bfm-tv tout de suite !,5484a0aa9c99ea4122218067
9121,1,fr,,0.01,fr,: Marine Le Pen : «NKM est le symbole de l'UMPS».,5484a0aa9c99ea4122218079
9122,0,Uncodable,NULL,NULL,NULL,,5484a0ab9c99ea412221807d
9123,0,Uncodable,NULL,NULL,NULL,,54865f0c9c99ea43f11ab824
9124,0,fr,0,0.01,en,ump43 fn22 ps15,54865f0c9c99ea43f11ab82b
9125,0,fr,,0.01,en,Le Pape poursuit sa lutte contre l'«esclavage moderne»,548984219c99ea60368f8195
9126,0,Uncodable,NULL,NULL,NULL,,548984219c99ea60368f819c
9127,1,fr,0,0.01,fr,": Cher Serge Lazarevic, bienvenue à la maison !",548984229c99ea60368f81a5
9128,0,Uncodable,NULL,NULL,NULL,,548984229c99ea60368f81ad
9129,0,fr,0,0.01,en,Les diffamations de L’Obs...,5490332c9c99ea76fdad1a33
9130,1,fr,,0.01,fr,: La èche à l'entrée du é,5490332d9c99ea76fdad1a38
9131,0,fr,,0.01,en,"Coup de filet anti-jihadiste près de Toulouse, en Normandie et en Île-de-France",5490332d9c99ea76fdad1a3b
9132,0,Uncodable,,0.01,en,: Le à ! ône |,5490332d9c99ea76fdad1a3f
9133,0,fr,,0.01,en,Hollande va inaugurer le Musée de l'Immigration...,5490332d9c99ea76fdad1a40
9134,1,fr,,0.01,fr,: [INFOS FACEOOK] : Rugby / Pro D2 : l'Usap l'emporte sur Albi (19-21) - Commenter sur le forum :...,5490332d9c99ea76fdad1a41
9135,0,fr,,0.01,en,Erdogan muselle les journalistes de l'opposition,5490332d9c99ea76fdad1a43
9136,0,Uncodable,NULL,NULL,NULL,,5490332f9c99ea76fdad1a55
9137,1,fr,0,0.01,fr,: . sur RFI,549033309c99ea76fdad1a6d
9138,0,fr,,0.01,sk,Torture CIA : un centre en Roumanie ?,549033309c99ea76fdad1a77
9139,0,it,,0.01,gl,Non ce sera,549033309c99ea76fdad1a7c
9140,0,fr,,0.01,en,: Réforme de l'asile : je propose d'expulser le demandeur d'asile coupable de fausses déclarations.,549033319c99ea76fdad1a7f
9141,1,fr,,0.01,fr,": Nouveau commentaire à SAUVER LE TRAIN JAUNE, EN DANGER DE DISPARITION.",549033319c99ea76fdad1a88
9142,1,fr,,0.01,fr,même !!!,549033319c99ea76fdad1a89
9143,1,fr,,0.01,fr,: L'Edito de la semaine par,549033319c99ea76fdad1a8c
9144,0,Uncodable,NULL,NULL,NULL,,549033319c99ea76fdad1a8d
9145,0,Uncodable,NULL,NULL,NULL,,5433ca6f9c99ea51e0ed7764
9146,0,Uncodable,NULL,NULL,NULL,:,5433ca6f9c99ea51e0ed776a
9147,0,Uncodable,0,0.01,kha,Mickey Brady MLA,5433ca6f9c99ea51e0ed7772
9148,1,ga,,0.01,ga,": Ar barr an domhan ag Culturlann, Doire",5433ca6f9c99ea51e0ed7774
9149,0,en,,0.01,ga,Minister at Slógadh Shinn Féin today in Doire with youngest Líofa member,5433ca709c99ea51e0ed7776
9150,0,Uncodable,NULL,NULL,NULL,:,5433ca719c99ea51e0ed778e
9151,1,en,0,0.01,en,: Go on,5433ca719c99ea51e0ed7790
9152,0,en,,0.01,no,talk fast!,5433ca719c99ea51e0ed7791
9153,1,en,,0.01,en,: Keith supports,543477429c99ea109a6e6345
9154,0,ga,,0.01,en,": Ádh mor ar Catherine Seeley, Martin Kenny &amp; Cathal King, Iarrathoiri SF amarach. One more sleep. Then vote Sinn Féin!",5437a7b39c99ea11b5e26dd9
9155,0,Uncodable,,0.01,ha,: Gaza ��❤️��,5439740a9c99ea6a99189ac2
9156,0,Uncodable,,0.01,en,: on,543db2b29c99ea7218d47e39
9157,1,en,,0.01,en,: Chairs …,543f9fec9c99ea58dead9cbb
9158,0,Uncodable,NULL,NULL,NULL,:,543f9fed9c99ea58dead9cbf
9159,0,Uncodable,NULL,NULL,NULL,:,5446da6e9c99ea1eb3eaede9
9160,0,Uncodable,NULL,NULL,NULL,,5447896b9c99ea6d4c25225f
9161,0,Uncodable,NULL,NULL,NULL,:,546118f39c99ea193d5e0b2e
9162,0,Uncodable,NULL,NULL,NULL,:,546118f49c99ea193d5e0b43
9163,0,fr,0,0.01,en,Visite des d',546118f59c99ea193d5e0b57
9164,1,en,,0.01,en,done!,546118f79c99ea193d5e0b76
9165,1,en,,0.01,en,: visit to Ballymagroarty,546118f89c99ea193d5e0b87
9166,1,en,,0.01,en,remember 2012!,546118f99c99ea193d5e0b99
9167,0,Uncodable,NULL,NULL,NULL,:,546118ff9c99ea193d5e0bcc
9168,1,en,0,0.01,en,: Deputy President up next. éin,546118ff9c99ea193d5e0bd5
9169,1,en,,10.56,en,: Two of the arrested youths in Wadi-AlJouz by undercover forces #القدس #فلسطين #القدس_أمانتي,546119009c99ea193d5e0be5
9170,0,Uncodable,NULL,NULL,NULL,:,547463e89c99ea3595c36367
9171,0,Uncodable,NULL,NULL,NULL,:,547463e89c99ea3595c36368
9172,0,Uncodable,0,0.01,en,: htt…,547463ea9c99ea3595c3638c
9173,0,Uncodable,NULL,NULL,NULL,,547463ea9c99ea3595c3638d
9174,0,Uncodable,NULL,NULL,NULL,:,547463ec9c99ea3595c363a8
9175,0,Uncodable,NULL,NULL,NULL,,547463ed9c99ea3595c363b6
9176,0,Uncodable,0,0.01,ht,: ht…,547463ef9c99ea3595c363d8
9177,1,en,,0.01,en,: for,54818e609c99ea2f7a417ade
9178,1,en,,0.01,en,: some boy,54818e609c99ea2f7a417ae6
9179,1,en,,0.01,en,: Community Xmas Event,54818e619c99ea2f7a417af5
9180,0,en,,0.01,cy,: bringing EU alive,54818e629c99ea2f7a417b19
9181,0,Uncodable,NULL,NULL,NULL,:,54818e649c99ea2f7a417b3a
9182,1,en,0,0.01,en,: Thanks Rodney:,54818e659c99ea2f7a417b4b
9183,1,en,,0.01,en,: condemns killing of Palestinian minister,548984299c99ea60368f81ea
9184,0,Uncodable,NULL,NULL,NULL,:,548984299c99ea60368f81eb
9185,1,en,0,0.01,en,": Ah,
Toora,loora,loora
Toora,loora,li
Toora,loora,loora
It's an Irish lullaby",549033389c99ea76fdad1ad9
9186,0,Uncodable,NULL,NULL,NULL,:,549033389c99ea76fdad1adc
9187,0,Uncodable,0,0.01,ga,: Seán McIlvenna,549033389c99ea76fdad1ade
9188,0,Uncodable,NULL,NULL,NULL,:,5433cf989c99ea55994a9f4c
9189,1,en,0,0.01,en,: canvass incl candidate Cllr Cathal King TD MEP &amp; Cllr Brendan Ferron,5433cf9b9c99ea55994a9f76
9190,1,en,,0.01,en,I agree!,5433cf9b9c99ea55994a9f79
9191,1,en,,0.01,en,": A Vision for in 2030:



1/2",543477659c99ea109a6e63b3
9192,0,Uncodable,,0.01,en,: SF's &amp; Cllrs,5437a7d59c99ea11b5e26f47
9193,0,Uncodable,,0.01,en,: on,543db2e29c99ea7218d47f83
9194,1,en,,0.01,en,none.,54459eeb9c99ea0918b747d5
9195,1,en,,0.01,en,": (1st half, 16min) 1-2 (5) 0-2 (2) ¼ Final",546119969c99ea193d5e1448
9196,0,Uncodable,NULL,NULL,NULL,��,5474647f9c99ea3595c36d47
9197,1,it,0,0.01,it,ditto!!,547464829c99ea3595c36d91
9198,0,Uncodable,NULL,NULL,NULL,:,54818eed9c99ea2f7a418368
9199,1,en,0,0.01,en,exactly!,54818eee9c99ea2f7a41837b
9200,1,en,,0.01,en,The Examiner!,54818eee9c99ea2f7a41837c
9201,0,Uncodable,,0.01,en,Bain sult as a chara!,54818ef09c99ea2f7a418396
9202,0,Uncodable,NULL,NULL,NULL,,54818ef09c99ea2f7a4183a2
9203,1,en,0,0.01,en,keep me posted,5484a0df9c99ea4122218265
9204,0,en,,0.01,sco,oh dear!,549033809c99ea76fdad1e7c
9205,0,es,,0.01,oc,Si nos unimos a qué? Especifica. ;-),5434fdae9c99ea522117d9aa
9206,0,es,,0.01,id,": . en un acto en Cartagena ""Desmontando TTIP"" con la gente y para la gente. 
.…",5434fdaf9c99ea522117d9b7
9207,0,es,,0.01,en,Llegando al final de la audición de . No ha colado. Seguimos manteniendo la movilización. ñete,5434fdb09c99ea522117d9ce
9208,0,es,,0.01,en,". sigue mintiendo: Dice que el déficit de tarifa es culpa de las renovables. Porfa, o pasadle un ppt.",5434fdb09c99ea522117d9d1
9209,1,es,,0.01,es,".: ""Un 27% de renovables un objetivo ambicioso."" Lo que es ambicioso es mentir así y pensar que la gente se lo va a tragar.",5434fdb09c99ea522117d9d5
9210,0,es,,0.01,en,"En 26 min, empezamos a examinar a . Igual nos sorprende y es ecologista, pobre, honesto y feminista. A ver",5434fdb09c99ea522117d9d9
9211,1,es,,0.01,es,Miguel Arias Cañete es casta y Juncker lo sabe,5434fdb19c99ea522117d9e1
9212,0,es,,0.01,id,Interesante entrevista a de . El debate para la de es histórico,54366eb39c99ea0525b5f3fa
9213,0,es,,0.01,en,"La foto de Nickos Christofakis, ganadora del concurso ""Shoot the crisis"" del pone el dedo en la llaga.",54366eb39c99ea0525b5f3fb
9214,0,Uncodable,,0.01,en,: Via,5437abaa9c99ea11b5e27266
9215,0,es,,0.01,pt,: Pide a la UE que se investigue la negligencia política del gobierno en el caso d…,5437abaa9c99ea11b5e27267
9216,0,es,,0.01,en,": Diferencias políticas aparte, el principal problema es que son unos incompetentes",543954c49c99ea58444a3167
9217,0,es,,0.01,pt,: La televisión de Cospedal se burla del contagio de la sanitaria.,5439a2b09c99ea0360ca2f89
9218,0,es,,0.01,ca,"Bancos y fondos animan a Rajoy para seguir como ""modelo"" austericida. Feliz .",543ac8ed9c99ea1d6dee1973
9219,1,es,,0.01,es,"Sin duda. Es magistral, batidora que batidora el ex-inspector esloveno yo sí no pene atardecerso.",543db6ca9c99ea7218d481f7
9220,0,Uncodable,NULL,NULL,NULL,,543db6cb9c99ea7218d481f9
9221,1,es,0,0.01,es,Mi tuit número 10.000 lo dedico a . La propuesta organizativa de plural y eficiente.,543db6cb9c99ea7218d481fc
9222,0,es,,0.01,en,: Actualizamos sobre Monitorizaremos posibles redadas racistas…,543db6cb9c99ea7218d48200
9223,0,es,,0.01,en,: . denuncia la mayor redada racista en Europa. . . . .,543db6cb9c99ea7218d48201
9224,0,es,,0.01,et,La compañera y eurodiputada se suma a . Valga la redundancia.,543db6cb9c99ea7218d48202
9225,0,Uncodable,NULL,NULL,NULL,:,543fa3f59c99ea58deada230
9226,0,es,0,0.01,gn,Aprendiendo sobre la contaminación por Lindano del embalse de Oiola y del río Gállego. con la gente.,543fa3f69c99ea58deada23a
9227,1,es,,0.01,es,En la diversidad de puntos de vista coincide en los objetivos y en la lucha.,543fa3f69c99ea58deada23c
9228,0,es,,0.01,en,Horror y vergüenza ante la brutalidad de la guardia civil en la valla de Melilla. Condena sin paliativos.,544057da9c99ea2c7be43d1b
9229,1,es,,0.01,es,": .: ""En , apostamos por el empoderamiento de la gente"" úSumasPodemos",5446de789c99ea1eb3eaf2e5
9230,1,es,,0.01,es,"En el Parlamento Europeo, pensando sobre la de .",544846639c99ea3ee09966e3
9231,1,es,,0.01,es,: Es una suerte contar con gente como valiente denunciando la macro redada racista Mos Maiorum,544a20259c99ea1b79300721
9232,1,ca,,0.01,ca,De Guindos y Juncker compis en la milmillonaria trama de fraude fiscal internacional de proporciones bíbilicas.,54611e4d9c99ea193d5e24cb
9233,0,es,,0.01,en,Vooooy. :),54611e4d9c99ea193d5e24cc
9234,0,es,,0.01,da,": EN DIRECTO: La Cafetera, con Pablo Echenique en",54611e4e9c99ea193d5e24da
9235,0,Uncodable,,0.01,en,: vía Whatsapp,54611e4f9c99ea193d5e24f6
9236,0,es,,0.01,id,": Con ganas de volver a casa para celebrar la apertura de la en Cádiz, rinconcito para las luchas",54611e519c99ea193d5e2510
9237,0,es,,0.01,en,"En unos minutos, intervengo en , en .",54611e519c99ea193d5e2518
9238,1,es,,0.01,es,2. Confundir las posibles iniciativas de la gente con personas concretas es viejuno.,54611e519c99ea193d5e251a
9239,0,pt,,0.01,da,"Cashate, pelotudo. Andálaconchatumadre.",54611e519c99ea193d5e251c
9240,1,es,,0.01,es,: Casta Wars: Una nueva esperanza,54611e529c99ea193d5e2520
9241,0,es,,0.01,gn,: Genial Joaquín Reyes imitándome ����,54611e529c99ea193d5e2529
9242,0,Uncodable,,0.01,en,548193e49c99ea2f7a419848,547469069c99ea3595c37cd6
9243,1,es,,0.01,es,"Apoyando a Aminetu Haiddar y la lucha digna del pueblo saharaui por sus DDHH, sus recursos y su futuro.",547469079c99ea3595c37ce7
9244,0,es,,0.01,sk,: Este fin de semana el Eurodiputado en Canarias.,547469079c99ea3595c37ce8
9245,0,es,,0.01,en,: A. Martínez (asistente de en el PE) critica falta de transparencia en negociaciones TTIP,547469089c99ea3595c37d02
9246,1,es,,0.01,es,Un músico cachondo imita a Slavoj Žižek y resume nuestra sistema sociocultural en un videoclip certero y gracioso.,547469089c99ea3595c37d08
9247,1,en,,0.01,en,Try me. ;),547469089c99ea3595c37d0b
9248,1,es,,0.01,es,No me cabe duda.,547469089c99ea3595c37d0e
9249,0,es,,0.01,en,descansar ;),547469099c99ea3595c37d16
9250,0,es,,0.01,en,Un grande Antonio.,547469099c99ea3595c37d18
9251,0,Uncodable,NULL,NULL,NULL,:,547469099c99ea3595c37d1a
9252,0,es,0,0.01,id,: De a Zaragoza para inaugurar la con y,547469099c99ea3595c37d26
9253,1,es,,0.01,es,Rueda de prensa con la Eurodiputada de sobre el modelo cooperativo y el papel de la UE en su futuro.,5474690a9c99ea3595c37d35
9254,0,Uncodable,NULL,NULL,NULL,. ��,548193649c99ea2f7a41910e
9255,0,es,0,0.01,id,: Hey Echas un cable a con un para un proceso colaborativo e inclusivo para las primarias municipales …,548193669c99ea2f7a419120
9256,0,es,,0.01,kha,¿Castor o casta? La historia de un robo milmillonario:,548193669c99ea2f7a419123
