right_left,twitter_handle,born,total_screen_name_replies,GDP_per_capita_PPS_2013,total_retweets,WEF_Global_IT_score_2014,Press_freedom_2014,twitter_birthday,total_status_id_replies,native_lang,european_party,days_served,Median_age_2014,nationality,share_2009-share_2014,total_tweets,name,gender,Electoral_system,internal_cohesion_score_2009-2014,total_favorites
1,karinkadenbach,1958-04-19 00:00:00,0,128,0,5.26,10.01,2010-02-10,0,de,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,44.3,Austria,-4.25,0,Karin KADENBACH,female,1,8.5,0
0,,1947-10-22 00:00:00,0,122,0,5.5,10.23,,0,de,Group of the European People's Party (Christian Democrats),9107,46.1,Germany,4.14,0,Karl-Heinz FLORENZ,male,0,7.5,0
0,profKarski,1966-05-13 00:00:00,0,67,0,4.24,11.03,2014-04-21,0,pl,European Conservatives and Reformists Group,0,39.5,Poland,-3.33,0,Karol KARSKI,male,1,13.5,0
1,ckyenge,1964-08-28 00:00:00,21,99,229,4.18,23.75,2010-05-04,8,it,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,44.5,Italy,-13.3,534,Kashetu KYENGE,female,1,8.5,2287
1,Konecna_K,1981-01-20 00:00:00,1,82,0,4.49,10.07,2014-02-26,1,cs,Confederal Group of the European United Left - Nordic Green Left,79,40.9,Czech Republic,3.9,15,Kateřina KONEČNÁ,female,1,20.5,7
1,kvanbrempt,1969-11-18 00:00:00,17,119,73,5.06,12.8,2011-09-28,16,nl,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3167,43.1,Belgium,4.33,305,Kathleen VAN BREMPT,female,1,8.5,423
1,KatiPiri,1979-04-08 00:00:00,48,131,85,5.79,6.46,2014-03-15,46,nl,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,42.1,Netherlands,0.46,307,Kati PIRI,female,1,8.5,182
0,KaySwinburneMEP,1967-06-08 00:00:00,17,109,110,5.54,19.93,2014-07-03,7,en,European Conservatives and Reformists Group,1813,40.4,United Kingdom,8.69,305,Kay SWINBURNE,female,0,13.5,192
0,,1964-07-28 00:00:00,0,67,0,4.24,11.03,,0,pl,European Conservatives and Reformists Group,0,39.5,Poland,-3.33,0,Kazimierz Michał UJAZDOWSKI,male,1,13.5,0
1,GreenKeithMEP,1953-08-01 00:00:00,46,109,96,5.54,19.93,2011-06-03,42,en,Group of the Greens/European Free Alliance,1490,40.4,United Kingdom,-1.33,260,Keith TAYLOR,male,0,5.5,448
1,WestphalKerstin,1962-09-11 00:00:00,3,122,9,5.5,10.23,2014-03-03,3,de,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,46.1,Germany,-4.89,25,Kerstin WESTPHAL,female,0,8.5,10
0,,1970-09-06 00:00:00,0,66,0,4.32,26.73,,0,hu,Group of the European People's Party (Christian Democrats),3633,41.1,Hungary,2.16,0,Kinga GÁL,female,0,7.5,0
1,Dr_KlausBuchner,1941-02-06 00:00:00,4,122,0,5.5,10.23,2014-12-22,4,de,Group of the Greens/European Free Alliance,0,46.1,Germany,-1.04,44,Klaus BUCHNER,male,0,5.5,17
1,knufleckenstein,1953-12-20 00:00:00,0,122,4,5.5,10.23,2009-01-25,0,de,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,46.1,Germany,-4.89,5,Knut FLECKENSTEIN,male,0,8.5,2
1,,1975-04-18 00:00:00,0,73,0,3.95,31.33,,0,el,Non-attached Members,0,43.5,Greece,-0.43,0,Konstantinos PAPADAKIS,male,1,,0
0,,1964-01-14 00:00:00,0,67,0,4.24,11.03,,0,pl,European Conservatives and Reformists Group,0,39.5,Poland,-3.33,0,Kosma ZŁOTOWSKI,male,1,13.5,0
1,,1964-09-28 00:00:00,0,73,0,3.95,31.33,,0,el,Confederal Group of the European United Left - Nordic Green Left,0,43.5,Greece,-24.03,0,Kostadinka KUNEVA,female,1,20.5,0
1,Chrysogonos_K,1961-06-07 00:00:00,1,73,15,3.95,31.33,2014-02-12,0,el,Confederal Group of the European United Left - Nordic Green Left,0,43.5,Greece,-24.03,246,Kostas CHRYSOGONOS,male,1,20.5,840
0,krisjaniskarins,1964-12-13 00:00:00,7,64,12,4.58,21.1,2009-12-28,5,en,Group of the European People's Party (Christian Democrats),1813,41.4,Latvia,-12.5,110,Krišjānis KARIŅŠ,male,1,7.5,290
0,KristinaWinberg,1965-05-27 00:00:00,0,127,0,5.93,8.98,2013-09-20,0,sv,Europe of freedom and direct democracy Group,0,41.2,Sweden,-10,0,Kristina WINBERG,female,1,51.5,0
0,,1963-06-22 00:00:00,0,66,0,4.32,26.73,,0,hu,Non-attached Members,1813,41.1,Hungary,-0.65,0,Krisztina MORVAI,female,0,,0
1,KrystynaLybacka,1946-02-10 00:00:00,0,67,0,4.24,11.03,2014-03-03,0,pl,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,39.5,Poland,2.2,1,Krystyna ŁYBACKA,female,1,8.5,1
0,,1974-06-27 00:00:00,0,67,0,4.24,11.03,,0,pl,Group of the European People's Party (Christian Democrats),0,39.5,Poland,-1.84,0,Krzysztof HETMAN,male,1,7.5,0
0,LvNistelrooij,1953-03-05 00:00:00,39,131,409,5.79,6.46,2010-09-13,37,nl,Group of the European People's Party (Christian Democrats),3633,42.1,Netherlands,0.77,614,Lambert van NISTELROOIJ,male,1,7.5,111
0,,1961-01-23 00:00:00,0,73,0,3.95,31.33,,0,el,Non-attached Members,0,43.5,Greece,-14.29,0,Lampros FOUNTOULIS,male,1,,0
0,comilara,1983-02-18 00:00:00,385,99,1528,4.18,23.75,2010-06-17,375,it,Group of the European People's Party (Christian Democrats),1813,44.5,Italy,22.47,2326,Lara COMI,female,1,7.5,3737
0,Ladaktusson,1955-08-06 00:00:00,6,127,9,5.93,8.98,2014-01-17,5,sv,Group of the European People's Party (Christian Democrats),0,41.2,Sweden,0.56,62,Lars ADAKTUSSON,male,1,7.5,319
0,,1952-04-01 00:00:00,0,66,0,4.32,26.73,,0,hu,Group of the European People's Party (Christian Democrats),0,41.1,Hungary,2.16,0,László TŐKÉS,male,0,7.5,0
0,,1978-02-17 00:00:00,0,99,0,4.18,23.75,,0,it,Europe of freedom and direct democracy Group,0,44.5,Italy,-23.29,0,Laura AGEA,female,1,51.5,0
0,LauraFerraraM5S,1983-09-11 00:00:00,5,99,33,4.18,23.75,2014-04-04,4,it,Europe of freedom and direct democracy Group,0,44.5,Italy,-23.29,272,Laura FERRARA,female,1,51.5,618
1,,1976-02-20 00:00:00,0,55,0,3.95,23.48,,0,ro,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,39.8,Romania,-3.22,0,Laurențiu REBEGA,male,0,8.5,0
1,NiRiada4Europe,1966-11-28 00:00:00,13,130,40,5.07,10.87,2013-12-12,13,en,Confederal Group of the European United Left - Nordic Green Left,0,35.7,Ireland,-27.27,168,Liadh NÍ RIADA,female,2,20.5,261
1,lidiageringer,1957-09-12 00:00:00,0,67,0,4.24,11.03,2010-10-08,0,pl,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3633,39.5,Poland,2.2,46,Lidia Joanna GERINGER de OEDENBERG,female,1,8.5,13
1,LidiaSenra,1958-06-14 00:00:00,2,94,110,4.69,20.63,2014-03-31,2,es,Confederal Group of the European United Left - Nordic Green Left,0,41.6,Spain,-1.85,145,Lidia SENRA RODRÍGUEZ,female,0,20.5,141
1,ljaakonsaari,1945-09-02 00:00:00,88,113,60,6.04,6.4,2012-12-14,77,fi,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,43.2,Finland,0,231,Liisa JAAKONSAARI,female,1,8.5,657
1,,1973-04-13 00:00:00,0,79,0,4.73,17.73,,0,pt,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,41.1,Portugal,-6.28,0,Liliana RODRIGUES,female,0,8.5,0
1,LindaMcAvanMEP,1962-12-02 00:00:00,3,109,76,5.54,19.93,2010-07-14,1,en,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,5894,40.4,United Kingdom,-9.34,170,Linda McAVAN,female,0,8.5,167
1,LolaPodemos,1978-03-17 00:00:00,46,94,212,4.69,20.63,2014-03-18,39,es,Confederal Group of the European United Left - Nordic Green Left,0,41.6,Spain,-9.26,388,Lola SÁNCHEZ CALDENTEY,female,0,20.5,2497
0,L_Cesa,1951-08-16 00:00:00,12,99,13,4.18,23.75,2012-03-01,0,it,Group of the European People's Party (Christian Democrats),646,44.5,Italy,-4.11,118,Lorenzo CESA,male,1,7.5,28
0,Fontana3Lorenzo,1980-04-10 00:00:00,5,99,97,4.18,23.75,2012-01-05,5,it,Non-attached Members,1812,44.5,Italy,5.65,179,Lorenzo FONTANA,male,1,,88
0,louis_aliot,1969-09-04 00:00:00,52,107,683,5.09,21.89,2011-06-14,47,fr,Non-attached Members,0,40.9,France,-24.21,1089,Louis ALIOT,male,0,,2703
0,louis_ide,1973-07-03 00:00:00,135,119,49,5.06,12.8,2013-06-26,121,nl,European Conservatives and Reformists Group,0,43.1,Belgium,-14.5,349,Louis IDE,male,1,13.5,328
1,,1947-09-02 00:00:00,0,119,0,5.06,12.8,,0,fr,Group of the Alliance of Liberals and Democrats for Europe,1813,43.1,Belgium,-5.19,0,Louis MICHEL,male,1,11.5,0
1,LJManscour,1945-03-20 00:00:00,0,107,0,5.09,21.89,2012-03-31,0,fr,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,40.9,France,3.23,0,Louis-Joseph MANSCOUR,male,0,8.5,0
0,,1968-12-23 00:00:00,0,109,0,5.54,19.93,,0,en,Europe of freedom and direct democracy Group,0,40.4,United Kingdom,-14.82,0,Louise BOURS,female,0,51.5,0
1,LucyAndersonMEP,1965-06-02 00:00:00,37,109,206,5.54,19.93,2012-09-16,28,en,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,40.4,United Kingdom,-9.34,325,Lucy ANDERSON,female,0,8.5,238
0,,1966-03-13 00:00:00,0,82,0,4.49,10.07,,0,cs,Group of the European People's Party (Christian Democrats),0,40.9,Czech Republic,-19.05,0,Luděk NIEDERMAYER,male,1,7.5,0
1,,1951-03-15 00:00:00,0,99,0,4.18,23.75,,0,it,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,44.5,Italy,-13.3,0,Luigi MORGANO,male,1,8.5,0
0,,1945-01-27 00:00:00,0,94,0,4.69,20.63,,0,es,Group of the European People's Party (Christian Democrats),3633,41.6,Spain,16.37,0,Luis de GRANDES PASCUAL,male,0,7.5,0
1,lukeming,1972-01-22 00:00:00,648,130,940,5.07,10.87,2009-07-06,585,en,Confederal Group of the European United Left - Nordic Green Left,0,35.7,Ireland,-0.76,1832,Luke Ming FLANAGAN,male,2,20.5,3179
1,LNBDublin,1976-11-29 00:00:00,93,130,403,5.07,10.87,2011-03-09,75,en,Confederal Group of the European United Left - Nordic Green Left,0,35.7,Ireland,-27.27,774,Lynn BOYLAN,female,2,20.5,1188
1,,1950-10-11 00:00:00,0,257,0,5.53,6.7,,0,fr,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,39.6,Luxembourg,0,0,Mady DELVAUX,female,1,8.5,0
0,MaireadMcGMEP,1959-06-13 00:00:00,24,130,112,5.07,10.87,2010-07-13,21,en,Group of the European People's Party (Christian Democrats),3633,35.7,Ireland,-3.03,176,Mairead McGUINNESS,female,2,7.5,103
1,,1965-02-11 00:00:00,0,94,0,4.69,20.63,,0,es,Group of the Alliance of Liberals and Democrats for Europe,0,41.6,Spain,-5.41,0,Maite PAGAZAURTUNDÚA RUIZ,female,0,11.5,0
1,MalinBjork_EU,1972-05-22 00:00:00,17,127,54,5.93,8.98,2014-01-14,16,sv,Confederal Group of the European United Left - Nordic Green Left,0,41.2,Sweden,0.56,147,Malin BJÖRK,female,1,20.5,499
0,ManfredWeber,1972-07-14 00:00:00,9,122,63,5.5,10.23,2009-02-08,6,de,Group of the European People's Party (Christian Democrats),3633,46.1,Germany,2.87,215,Manfred WEBER,male,0,7.5,575
0,MKefaloyannis,1959-05-24 00:00:00,3,73,2,3.95,31.33,,0,el,Group of the European People's Party (Christian Democrats),0,43.5,Greece,12.55,75,Manolis KEFALOGIANNIS,male,1,7.5,83
0,,1972-06-03 00:00:00,0,99,0,4.18,23.75,,0,it,Non-attached Members,1813,44.5,Italy,5.65,0,Mara BIZZOTTO,female,1,,0
0,MarcJoulaud,1967-09-03 00:00:00,4,107,18,5.09,21.89,2012-02-02,3,fr,Group of the European People's Party (Christian Democrats),0,40.9,France,9.08,76,Marc JOULAUD,male,0,7.5,35
1,marctarabella,1963-03-11 00:00:00,8,119,71,5.06,12.8,2010-05-15,6,fr,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,2885,43.1,Belgium,-0.65,250,Marc TARABELLA,male,1,8.5,242
0,MJRLdeGraaff,1962-04-07 00:00:00,11,131,73,5.79,6.46,2010-10-05,11,nl,Non-attached Members,0,42.1,Netherlands,0.62,104,Marcel de GRAAFF,male,1,,43
0,marcoaffronte,1965-05-06 00:00:00,7,99,11,4.18,23.75,2009-06-11,7,it,Europe of freedom and direct democracy Group,0,44.5,Italy,-23.29,308,Marco AFFRONTE,male,1,51.5,171
0,MarcoValliM5S,1985-06-29 00:00:00,0,99,6,4.18,23.75,2014-05-14,0,it,Europe of freedom and direct democracy Group,0,44.5,Italy,-23.29,23,Marco VALLI,male,1,51.5,19
0,Marcozanni86,1986-07-11 00:00:00,70,99,78,4.18,23.75,2010-02-10,69,it,Europe of freedom and direct democracy Group,0,44.5,Italy,-23.29,471,Marco ZANNI,male,1,51.5,402
0,MarcoZullo,1978-10-29 00:00:00,1,99,2,4.18,23.75,2011-11-26,1,it,Europe of freedom and direct democracy Group,0,44.5,Italy,-23.29,9,Marco ZULLO,male,1,51.5,4
0,MarcusPretzell,1973-07-16 00:00:00,3,122,1,5.5,10.23,2013-03-17,3,de,European Conservatives and Reformists Group,0,46.1,Germany,-7.29,24,Marcus PRETZELL,male,0,13.5,23
0,marekgrobarczyk,1968-03-13 00:00:00,7,67,9,4.24,11.03,2010-02-13,7,pl,European Conservatives and Reformists Group,1813,39.5,Poland,-3.33,40,Marek Józef GRÓBARCZYK,male,1,13.5,12
0,marekjurek,1960-06-28 00:00:00,53,67,4,4.24,11.03,2010-03-22,45,pl,European Conservatives and Reformists Group,0,39.5,Poland,-1.96,128,Marek JUREK,male,1,13.5,420
0,,1970-07-18 00:00:00,0,67,0,4.24,11.03,,0,pl,Group of the European People's Party (Christian Democrats),0,39.5,Poland,14.71,0,Marek PLURA,male,1,7.5,0
0,MargotLJParker,1943-07-24 00:00:00,335,109,1925,5.54,19.93,2010-03-08,332,en,Europe of freedom and direct democracy Group,0,40.4,United Kingdom,-14.82,2355,Margot PARKER,female,0,51.5,817
1,MargreteAuken,1945-01-06 00:00:00,105,124,143,5.5,7.43,2009-05-04,102,da,Group of the Greens/European Free Alliance,3633,41.6,Denmark,7.69,438,Margrete AUKEN,female,1,5.5,528
1,Mariearenaps,1966-12-17 00:00:00,11,119,43,5.06,12.8,2010-05-14,10,fr,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,43.1,Belgium,-0.65,105,Maria ARENA,female,1,8.5,49
1,,1954-11-07 00:00:00,0,55,0,3.95,23.48,,0,ro,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,39.8,Romania,-3.22,0,Maria GRAPINI,female,0,8.5,0
1,,1958-12-12 00:00:00,0,122,0,5.5,10.23,,0,de,Group of the Greens/European Free Alliance,0,46.1,Germany,2.68,0,Maria HEUBUCH,female,0,5.5,0
1,,1955-09-25 00:00:00,0,79,0,4.73,17.73,,0,pt,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,41.1,Portugal,-6.28,0,Maria João RODRIGUES,female,0,8.5,0
1,,1967-01-09 00:00:00,0,122,0,5.5,10.23,,0,de,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,46.1,Germany,-4.89,0,Maria NOICHL,female,0,8.5,0
0,MariaSpyraki,1965-09-11 00:00:00,1,73,41,3.95,31.33,2011-07-21,1,el,Group of the European People's Party (Christian Democrats),0,43.5,Greece,12.55,167,Maria SPYRAKI,female,1,7.5,113
1,MarianHarkin,1953-11-26 00:00:00,164,130,218,5.07,10.87,2009-03-24,82,en,Group of the Alliance of Liberals and Democrats for Europe,3633,35.7,Ireland,-0.76,463,Marian HARKIN,female,2,11.5,272
0,MarianMarinescu,1952-08-11 00:00:00,3,55,8,3.95,23.48,2009-11-14,0,ro,Group of the European People's Party (Christian Democrats),2738,39.8,Romania,14.68,136,Marian-Jean MARINESCU,male,0,7.5,15
0,mariannethyssen,1956-07-24 00:00:00,0,119,12,5.06,12.8,2013-11-28,0,nl,Group of the European People's Party (Christian Democrats),8232,43.1,Belgium,4.11,51,Marianne THYSSEN,female,1,7.5,371
0,MCArnautu,1952-10-19 00:00:00,34,107,159,5.09,21.89,2012-05-28,27,fr,Non-attached Members,0,40.9,France,-24.21,511,Marie-Christine ARNAUTU,female,0,,1852
0,,1949-02-10 00:00:00,0,107,0,5.09,21.89,,0,fr,Non-attached Members,0,40.9,France,-24.21,0,Marie-Christine BOUTONNET,female,0,,0
1,MCVergiat,1956-09-23 00:00:00,32,107,97,5.09,21.89,2010-10-15,31,fr,Confederal Group of the European United Left - Nordic Green Left,1813,40.9,France,1.5,188,Marie-Christine VERGIAT,female,0,20.5,26
1,desarnez,1951-03-27 00:00:00,0,107,28,5.09,21.89,2011-05-23,0,fr,Group of the Alliance of Liberals and Democrats for Europe,5460,40.9,France,-1.13,56,Marielle de SARNEZ,female,0,11.5,63
1,MarietjeSchaake,1978-10-28 00:00:00,396,131,682,5.79,6.46,2009-01-26,388,nl,Group of the Alliance of Liberals and Democrats for Europe,1813,42.1,Netherlands,-3.38,1489,Marietje SCHAAKE,female,1,11.5,2088
0,,1975-10-04 00:00:00,0,61,0,4.34,26.82,,0,hr,Group of the European People's Party (Christian Democrats),0,42.1,Croatia,-9.09,0,Marijana PETIR,female,1,7.5,0
1,MarinaAlbiol,1982-12-15 00:00:00,24,94,525,4.69,20.63,2011-01-30,24,es,Confederal Group of the European United Left - Nordic Green Left,0,41.6,Spain,-5.41,856,Marina ALBIOL GUZMÁN,female,0,20.5,4577
0,MLP_officiel,1968-08-05 00:00:00,0,107,43,5.09,21.89,2010-11-20,0,fr,Non-attached Members,3633,40.9,France,-24.21,489,Marine LE PEN,female,0,,24538
0,MarioBorghezio,1947-12-03 00:00:00,49,99,17,4.18,23.75,2014-05-05,44,it,Non-attached Members,4765,44.5,Italy,5.65,103,Mario BORGHEZIO,male,1,,238
1,mmatias_,1976-02-20 00:00:00,15,79,61,4.73,17.73,2012-11-14,10,pt,Confederal Group of the European United Left - Nordic Green Left,1813,41.1,Portugal,8.87,199,Marisa MATIAS,female,0,20.5,116
1,,1939-11-24 00:00:00,0,127,0,5.93,8.98,,0,sv,Group of the Alliance of Liberals and Democrats for Europe,3639,41.2,Sweden,6.67,0,Marit PAULSEN,female,1,11.5,0
1,maritaulvskog,1951-09-04 00:00:00,83,127,459,5.93,8.98,2009-02-23,83,sv,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,41.2,Sweden,2.78,683,Marita ULVSKOG,female,1,8.5,793
0,GabrielMariya,1979-05-20 00:00:00,44,45,100,3.96,31.42,2013-10-29,21,bg,Group of the European People's Party (Christian Democrats),1813,42.6,Bulgaria,-5.88,290,Mariya GABRIEL,female,1,7.5,179
1,,1940-04-07 00:00:00,0,73,0,5.27,9.63,,0,et,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,41.2,Estonia,0,0,Marju LAURISTIN,female,1,8.5,0
0,markdemesmaeker,1958-09-12 00:00:00,3,119,3,5.06,12.8,2013-04-23,0,nl,European Conservatives and Reformists Group,515,43.1,Belgium,-14.5,43,Mark DEMESMAEKER,male,1,13.5,67
0,MarkusFerber,1965-01-15 00:00:00,2,122,15,5.5,10.23,2013-10-09,2,de,Group of the European People's Party (Christian Democrats),7287,46.1,Germany,2.87,47,Markus FERBER,male,0,7.5,41
0,,1963-05-15 00:00:00,0,122,0,5.5,10.23,,0,de,Group of the European People's Party (Christian Democrats),3633,46.1,Germany,4.14,0,Markus PIEPER,male,0,7.5,0
1,MarleneMizzi,1954-12-24 00:00:00,31,86,80,4.96,23.84,2013-05-14,22,mt,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,432,40.9,Malta,10,258,Marlene MIZZI,female,1,8.5,111
1,MartinHaeusling,1961-03-26 00:00:00,5,122,162,5.5,10.23,2009-10-16,5,de,Group of the Greens/European Free Alliance,1813,46.1,Germany,2.68,216,Martin HÄUSLING,male,0,5.5,36
1,MartinSchulz,1955-12-20 00:00:00,0,122,53,5.5,10.23,2008-11-27,0,de,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,7287,46.1,Germany,-4.89,90,Martin SCHULZ,male,0,8.5,860
1,MartinSonneborn,1965-05-15 00:00:00,31,122,75,5.5,10.23,2009-02-09,31,de,Non-attached Members,0,46.1,Germany,-1.04,157,Martin SONNEBORN,male,0,,1709
1,MEPStandingUp4U,1962-04-16 00:00:00,86,109,561,5.54,19.93,2010-09-20,61,en,Confederal Group of the European United Left - Nordic Green Left,749,40.4,United Kingdom,0.02,1062,Martina ANDERSON,female,0,20.5,1536
1,Mdlabajova,1976-07-26 00:00:00,57,82,88,4.49,10.07,2009-05-30,44,cs,Group of the Alliance of Liberals and Democrats for Europe,0,40.9,Czech Republic,-4.76,295,Martina DLABAJOVÁ,female,1,11.5,284
1,,1955-12-01 00:00:00,0,122,0,5.5,10.23,,0,de,Confederal Group of the European United Left - Nordic Green Left,299,46.1,Germany,0.79,0,Martina MICHELS,female,0,20.5,0
1,MartinaWerner1,1961-12-28 00:00:00,0,122,0,5.5,10.23,2014-05-01,0,de,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,46.1,Germany,-4.89,50,Martina WERNER,female,0,8.5,10
1,maryhoneyball,1952-11-12 00:00:00,15,109,100,5.54,19.93,2009-02-06,7,en,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,5248,40.4,United Kingdom,-9.34,206,Mary HONEYBALL,female,0,8.5,61
0,MaxSalini,1973-03-11 00:00:00,5,99,47,4.18,23.75,2012-06-07,2,it,Group of the European People's Party (Christian Democrats),0,44.5,Italy,-4.11,227,Massimiliano SALINI,male,1,7.5,128
1,MassimoPaolucc6,1959-12-13 00:00:00,9,99,14,4.18,23.75,2014-03-02,7,it,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,44.5,Italy,-13.3,71,Massimo PAOLUCCI,male,1,8.5,68
1,mattcarthy,1977-07-19 00:00:00,19,130,148,5.07,10.87,2009-03-25,19,en,Confederal Group of the European United Left - Nordic Green Left,0,35.7,Ireland,-27.27,368,Matt CARTHY,male,2,20.5,968
0,matteosalvinimi,1973-03-09 00:00:00,17,99,22,4.18,23.75,2011-03-23,13,it,Non-attached Members,2653,44.5,Italy,5.65,1076,Matteo SALVINI,male,1,,78031
1,Groote,1973-10-21 00:00:00,79,122,69,5.5,10.23,2008-09-15,77,de,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3170,46.1,Germany,-4.89,242,Matthias GROOTE,male,0,8.5,254
1,MatthijsvMilt,1972-04-02 00:00:00,65,131,224,5.79,6.46,,60,nl,Group of the Alliance of Liberals and Democrats for Europe,0,42.1,Netherlands,-3.38,405,Matthijs van MILTENBURG,male,1,11.5,101
0,mauriceponga,1947-06-05 00:00:00,0,107,5,5.09,21.89,2014-05-15,0,fr,Group of the European People's Party (Christian Democrats),1813,40.9,France,9.08,7,Maurice PONGA,male,0,7.5,0
1,MaxAndersson,1973-10-26 00:00:00,50,127,39,5.93,8.98,2009-04-17,50,sv,Group of the Greens/European Free Alliance,0,41.2,Sweden,-8.89,148,Max ANDERSSON,male,1,5.5,126
1,mercedesbresso,1944-07-12 00:00:00,17,99,90,4.18,23.75,2008-10-22,7,it,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,308,44.5,Italy,-13.3,183,Mercedes BRESSO,female,1,8.5,52
1,,1977-01-25 00:00:00,0,113,0,6.04,6.4,,0,fi,Confederal Group of the European United Left - Nordic Green Left,0,43.2,Finland,-7.69,0,Merja KYLLÖNEN,female,1,20.5,0
1,miapetrakumpula,1972-05-19 00:00:00,128,113,169,6.04,6.4,2010-09-27,112,fi,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,43.2,Finland,0,438,Miapetra KUMPULA-NATRI,female,1,8.5,514
1,,1949-06-16 00:00:00,0,122,0,5.5,10.23,,0,de,Group of the Greens/European Free Alliance,3633,46.1,Germany,2.68,0,Michael CRAMER,male,0,5.5,0
0,michaelgahler,1960-04-22 00:00:00,0,122,0,5.5,10.23,2010-01-07,0,de,Group of the European People's Party (Christian Democrats),5548,46.1,Germany,4.14,0,Michael GAHLER,male,0,7.5,0
1,EUTheurer,1967-01-12 00:00:00,12,122,13,5.5,10.23,2013-01-21,1,de,Group of the Alliance of Liberals and Democrats for Europe,1813,46.1,Germany,9,110,Michael THEURER,male,0,11.5,59
0,msojdrova,1963-10-28 00:00:00,0,82,0,4.49,10.07,2014-07-23,0,cs,Group of the European People's Party (Christian Democrats),0,40.9,Czech Republic,-5.19,0,Michaela ŠOJDROVÁ,female,1,7.5,0
0,MichalBoni,1954-06-10 00:00:00,339,67,404,4.24,11.03,2011-08-16,62,pl,Group of the European People's Party (Christian Democrats),0,39.5,Poland,14.71,1327,Michał BONI,male,1,7.5,809
0,,1951-09-26 00:00:00,0,67,0,4.24,11.03,,0,pl,Non-attached Members,0,39.5,Poland,-7.84,0,Michał MARUSIK,male,1,,0
0,MichelDANTIN,1960-01-15 00:00:00,8,107,56,5.09,21.89,2013-01-31,2,fr,Group of the European People's Party (Christian Democrats),1811,40.9,France,9.08,114,Michel DANTIN,male,0,7.5,42
1,michelreimon,1971-07-11 00:00:00,721,128,765,5.26,10.01,2008-11-17,706,de,Group of the Greens/European Free Alliance,0,44.3,Austria,-4.9,2071,Michel REIMON,male,1,5.5,6024
1,m_giuffrida,1964-01-12 00:00:00,5,99,58,4.18,23.75,2010-05-13,4,it,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,44.5,Italy,-13.3,124,Michela GIUFFRIDA,female,1,8.5,141
0,MAlliotMarie,1946-09-10 00:00:00,0,107,2,5.09,21.89,2010-05-30,0,fr,Group of the European People's Party (Christian Democrats),1344,40.9,France,9.08,141,Michèle ALLIOT-MARIE,female,0,7.5,682
1,MicheleRivasi,1953-02-09 00:00:00,165,107,569,5.09,21.89,2009-11-12,110,fr,Group of the Greens/European Free Alliance,1813,40.9,France,11.34,1146,Michèle RIVASI,female,0,5.5,735
0,MAC_europa,1950-02-24 00:00:00,1,94,20,4.69,20.63,2014-04-25,1,es,Group of the European People's Party (Christian Democrats),4947,41.6,Spain,16.37,75,Miguel ARIAS CAÑETE,male,0,7.5,602
1,,1969-06-27 00:00:00,0,79,0,4.73,17.73,,0,pt,Confederal Group of the European United Left - Nordic Green Left,0,41.1,Portugal,4.33,0,Miguel VIEGAS,male,0,20.5,0
0,Mike_Hookem,1953-10-09 00:00:00,10,109,267,5.54,19.93,2010-05-03,10,en,Europe of freedom and direct democracy Group,0,40.4,United Kingdom,-14.82,305,Mike HOOKEM,male,0,51.5,132
0,MilanZver,1962-05-25 00:00:00,21,82,386,4.6,20.38,2011-09-06,19,sl,Group of the European People's Party (Christian Democrats),1813,43.5,Slovenia,-8.93,566,Milan ZVER,male,1,7.5,903
1,,1953-02-15 00:00:00,0,82,0,4.49,10.07,,0,cs,Confederal Group of the European United Left - Nordic Green Left,3713,40.9,Czech Republic,3.9,0,Miloslav RANSDORF,male,1,20.5,0
